attacktype1_txt,iyear,weaptype1,region_txt,nkill,nwound,nperps,success
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,0.0,-99.0,1
Hostage Taking (Kidnapping),2017,5,Sub-Saharan Africa,,,3.0,1
Bombing/Explosion,2017,6,Sub-Saharan Africa,0.0,4.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,,,-99.0,1
Bombing/Explosion,2017,6,South Asia,0.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,3.0,-99.0,1
Hostage Taking (Kidnapping),2017,13,Middle East & North Africa,,,-99.0,1
Assassination,2017,5,Middle East & North Africa,0.0,0.0,-99.0,0
Hostage Taking (Kidnapping),2017,5,South America,0.0,1.0,-99.0,1
Hostage Taking (Barricade Incident),2017,5,South Asia,0.0,0.0,15.0,1
Armed Assault,2017,5,South Asia,1.0,0.0,-99.0,1
Unknown,2017,13,Sub-Saharan Africa,,,-99.0,0
Bombing/Explosion,2017,6,Middle East & North Africa,5.0,0.0,-99.0,1
Unknown,2017,13,Middle East & North Africa,5.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,9.0,14.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,17.0,0.0,-99.0,0
Bombing/Explosion,2017,6,Southeast Asia,0.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Southeast Asia,0.0,0.0,60.0,1
Bombing/Explosion,2017,6,Southeast Asia,0.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Sub-Saharan Africa,14.0,41.0,2.0,1
Bombing/Explosion,2017,6,Sub-Saharan Africa,2.0,7.0,-99.0,1
Armed Assault,2017,5,Sub-Saharan Africa,2.0,2.0,4.0,1
Armed Assault,2017,5,Sub-Saharan Africa,0.0,0.0,-99.0,0
Armed Assault,2017,5,Sub-Saharan Africa,0.0,0.0,-99.0,0
Facility/Infrastructure Attack,2017,8,Sub-Saharan Africa,0.0,0.0,-99.0,1
Armed Assault,2017,8,Western Europe,0.0,2.0,-99.0,1
Facility/Infrastructure Attack,2017,8,Western Europe,0.0,0.0,-99.0,0
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,1.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,2.0,0.0,-99.0,1
Armed Assault,2017,5,South Asia,12.0,17.0,-99.0,1
Armed Assault,2017,5,South Asia,2.0,0.0,-99.0,1
Armed Assault,2017,5,Southeast Asia,1.0,0.0,-99.0,1
Unknown,2017,13,Middle East & North Africa,,0.0,-99.0,0
Facility/Infrastructure Attack,2017,8,Middle East & North Africa,0.0,0.0,-99.0,1
Hostage Taking (Kidnapping),2017,5,Middle East & North Africa,,,-99.0,1
Hostage Taking (Kidnapping),2017,5,Middle East & North Africa,,,-99.0,1
Unknown,2017,13,Middle East & North Africa,3.0,0.0,-99.0,0
Bombing/Explosion,2017,6,South Asia,0.0,0.0,-99.0,0
Hostage Taking (Kidnapping),2017,9,South America,1.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,17.0,0.0,-99.0,0
Hostage Taking (Kidnapping),2017,13,Middle East & North Africa,10.0,0.0,-99.0,1
Assassination,2017,5,Middle East & North Africa,0.0,0.0,-99.0,0
Bombing/Explosion,2017,6,Middle East & North Africa,10.0,9.0,2.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,1.0,1.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,5.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,2.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,2.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,4.0,-99.0,1
Assassination,2017,5,South Asia,4.0,1.0,4.0,1
Bombing/Explosion,2017,6,Southeast Asia,0.0,2.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,1.0,0.0,-99.0,1
Hijacking,2017,5,Sub-Saharan Africa,3.0,0.0,-99.0,1
Armed Assault,2017,5,Sub-Saharan Africa,2.0,,-99.0,1
Hostage Taking (Kidnapping),2017,13,Sub-Saharan Africa,0.0,0.0,-99.0,1
Armed Assault,2017,5,Sub-Saharan Africa,1.0,,-99.0,1
Armed Assault,2017,5,South Asia,3.0,0.0,3.0,0
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,3.0,-99.0,1
Armed Assault,2017,6,South Asia,2.0,5.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,0.0,1.0,-99.0,1
Armed Assault,2017,9,South Asia,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Unarmed Assault,2017,9,South Asia,0.0,,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,13,South Asia,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,13,South Asia,0.0,0.0,-99.0,1
Armed Assault,2017,5,Middle East & North Africa,1.0,1.0,-99.0,1
Armed Assault,2017,5,Middle East & North Africa,3.0,5.0,8.0,1
Unknown,2017,13,South Asia,1.0,5.0,-99.0,1
Hijacking,2017,5,Sub-Saharan Africa,0.0,0.0,-99.0,1
Assassination,2017,5,Sub-Saharan Africa,1.0,2.0,-99.0,0
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,4.0,1
Bombing/Explosion,2017,6,South Asia,0.0,0.0,-99.0,0
Unknown,2017,13,South Asia,4.0,2.0,-99.0,0
Bombing/Explosion,2017,6,South Asia,0.0,0.0,-99.0,0
Armed Assault,2017,5,Sub-Saharan Africa,0.0,0.0,40.0,0
Armed Assault,2017,5,Sub-Saharan Africa,0.0,0.0,40.0,0
Unknown,2017,13,South Asia,2.0,7.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,1.0,5.0,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,North America,0.0,0.0,-99.0,1
Hostage Taking (Kidnapping),2017,13,Eastern Europe,0.0,1.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,1.0,1.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,2.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,4.0,-99.0,1
Unknown,2017,13,Middle East & North Africa,2.0,0.0,-99.0,0
Bombing/Explosion,2017,6,Southeast Asia,0.0,6.0,-99.0,1
Armed Assault,2017,5,Sub-Saharan Africa,6.0,0.0,-99.0,1
Armed Assault,2017,5,Sub-Saharan Africa,1.0,3.0,-99.0,1
Armed Assault,2017,5,Sub-Saharan Africa,1.0,3.0,-99.0,1
Hostage Taking (Kidnapping),2017,13,South Asia,,,-99.0,1
Armed Assault,2017,9,Middle East & North Africa,2.0,0.0,1.0,1
Armed Assault,2017,9,Middle East & North Africa,1.0,3.0,1.0,1
Armed Assault,2017,5,Middle East & North Africa,5.0,0.0,-99.0,1
Armed Assault,2017,5,Middle East & North Africa,5.0,3.0,3.0,1
Hostage Taking (Kidnapping),2017,5,South Asia,3.0,0.0,20.0,1
Bombing/Explosion,2017,6,South Asia,2.0,2.0,2.0,1
Armed Assault,2017,8,Middle East & North Africa,0.0,3.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,2.0,3.0,2.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Assassination,2017,6,South Asia,0.0,0.0,-99.0,0
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Assassination,2017,5,Middle East & North Africa,5.0,0.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,0.0,0.0,-99.0,1
Armed Assault,2017,5,South Asia,4.0,0.0,-99.0,1
Hostage Taking (Kidnapping),2017,13,Middle East & North Africa,2.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,North America,0.0,0.0,-99.0,1
Armed Assault,2017,5,South Asia,1.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,0.0,-99.0,0
Bombing/Explosion,2017,6,Middle East & North Africa,1.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,2.0,0.0,2.0,0
Armed Assault,2017,5,Southeast Asia,0.0,8.0,-99.0,1
Hostage Taking (Barricade Incident),2017,5,Southeast Asia,0.0,0.0,10.0,1
Hostage Taking (Kidnapping),2017,5,Southeast Asia,0.0,2.0,20.0,1
Unknown,2017,13,Sub-Saharan Africa,2.0,0.0,-99.0,1
Armed Assault,2017,5,South Asia,7.0,15.0,-99.0,0
Armed Assault,2017,5,South Asia,2.0,1.0,-99.0,1
Armed Assault,2017,9,Middle East & North Africa,0.0,1.0,1.0,1
Hostage Taking (Kidnapping),2017,6,Sub-Saharan Africa,1.0,1.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,0.0,1.0,1.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,2.0,8.0,-99.0,1
Bombing/Explosion,2017,6,Western Europe,0.0,0.0,-99.0,0
Bombing/Explosion,2017,6,Southeast Asia,0.0,3.0,-99.0,1
Armed Assault,2017,5,Sub-Saharan Africa,0.0,0.0,-99.0,0
Armed Assault,2017,5,Sub-Saharan Africa,3.0,0.0,-99.0,0
Bombing/Explosion,2017,6,South Asia,0.0,7.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,0.0,-99.0,1
Armed Assault,2017,5,South Asia,1.0,0.0,2.0,1
Armed Assault,2017,6,Middle East & North Africa,3.0,2.0,-99.0,1
Armed Assault,2017,5,Sub-Saharan Africa,2.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Sub-Saharan Africa,3.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Southeast Asia,3.0,1.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,1.0,1.0,-99.0,1
Facility/Infrastructure Attack,2017,8,Western Europe,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Assassination,2017,5,South Asia,0.0,0.0,-99.0,0
Bombing/Explosion,2017,6,Australasia & Oceania,0.0,0.0,3.0,0
Armed Assault,2017,5,South Asia,3.0,1.0,-99.0,1
Armed Assault,2017,5,South America,1.0,0.0,2.0,1
Armed Assault,2017,8,South Asia,0.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,3.0,0.0,3.0,0
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,1.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,3.0,-99.0,1
Armed Assault,2017,6,South Asia,4.0,0.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,0.0,0.0,-99.0,0
Bombing/Explosion,2017,6,South Asia,2.0,0.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,0.0,2.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,1.0,3.0,-99.0,1
Hostage Taking (Kidnapping),2017,5,Sub-Saharan Africa,,,-99.0,1
Hostage Taking (Kidnapping),2017,5,Sub-Saharan Africa,0.0,0.0,-99.0,1
Armed Assault,2017,5,Middle East & North Africa,5.0,3.0,-99.0,1
Hostage Taking (Kidnapping),2017,13,Middle East & North Africa,1.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,3.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,1.0,-99.0,1
Facility/Infrastructure Attack,2017,8,Western Europe,0.0,0.0,-99.0,1
Armed Assault,2017,5,South Asia,1.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Western Europe,0.0,0.0,-99.0,0
Bombing/Explosion,2017,6,Middle East & North Africa,1.0,0.0,-99.0,1
Unknown,2017,13,Middle East & North Africa,6.0,0.0,-99.0,0
Bombing/Explosion,2017,6,Middle East & North Africa,1.0,2.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,1.0,-99.0,1
Unknown,2017,13,Sub-Saharan Africa,0.0,0.0,-99.0,0
Bombing/Explosion,2017,6,Sub-Saharan Africa,7.0,3.0,-99.0,1
Bombing/Explosion,2017,6,Sub-Saharan Africa,,,-99.0,1
Bombing/Explosion,2017,6,South Asia,0.0,4.0,-99.0,1
Bombing/Explosion,2017,6,Sub-Saharan Africa,0.0,7.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,,,-99.0,1
Unknown,2017,13,South Asia,3.0,4.0,-99.0,1
Bombing/Explosion,2017,6,Southeast Asia,0.0,0.0,-99.0,1
Hostage Taking (Kidnapping),2017,9,Australasia & Oceania,0.0,2.0,-99.0,1
Armed Assault,2017,5,Southeast Asia,0.0,0.0,40.0,0
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,1.0,1.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,1.0,2.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,2.0,3.0,-99.0,1
Hostage Taking (Kidnapping),2017,13,Sub-Saharan Africa,1.0,0.0,-99.0,1
Hostage Taking (Kidnapping),2017,5,Sub-Saharan Africa,0.0,0.0,-99.0,1
Armed Assault,2017,5,Sub-Saharan Africa,1.0,0.0,-99.0,1
Hostage Taking (Kidnapping),2017,5,Middle East & North Africa,0.0,1.0,-99.0,1
Hostage Taking (Kidnapping),2017,13,Middle East & North Africa,1.0,,-99.0,1
Bombing/Explosion,2017,6,South Asia,4.0,9.0,1.0,1
Armed Assault,2017,5,South Asia,1.0,0.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,1.0,1.0,-99.0,1
Unknown,2017,13,South Asia,18.0,9.0,-99.0,1
Armed Assault,2017,5,Middle East & North Africa,1.0,2.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,7.0,0.0,-99.0,0
Bombing/Explosion,2017,6,Middle East & North Africa,9.0,5.0,1.0,1
Bombing/Explosion,2017,6,Sub-Saharan Africa,9.0,15.0,1.0,1
Bombing/Explosion,2017,6,Sub-Saharan Africa,2.0,0.0,2.0,0
Bombing/Explosion,2017,6,Sub-Saharan Africa,1.0,0.0,1.0,0
Armed Assault,2017,5,Middle East & North Africa,3.0,2.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,2.0,3.0,-99.0,1
Unarmed Assault,2017,10,Middle East & North Africa,0.0,0.0,1.0,0
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,17.0,-99.0,1
Armed Assault,2017,5,South Asia,0.0,1.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,0.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,0.0,0.0,-99.0,1
Hostage Taking (Kidnapping),2017,13,South Asia,5.0,,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,0.0,-99.0,1
Armed Assault,2017,5,Middle East & North Africa,0.0,0.0,-99.0,1
Armed Assault,2017,5,South Asia,3.0,0.0,-99.0,1
Armed Assault,2017,5,South Asia,1.0,0.0,-99.0,1
Assassination,2017,5,Sub-Saharan Africa,1.0,0.0,1.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,6.0,0.0,-99.0,1
Armed Assault,2017,5,South Asia,2.0,0.0,2.0,1
Armed Assault,2017,5,Southeast Asia,2.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Assassination,2017,5,Middle East & North Africa,0.0,0.0,-99.0,0
Facility/Infrastructure Attack,2017,8,Western Europe,0.0,0.0,-99.0,1
Unknown,2017,13,Middle East & North Africa,0.0,0.0,-99.0,0
Bombing/Explosion,2017,6,Middle East & North Africa,1.0,1.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,1.0,3.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,5.0,0.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,3.0,0.0,-99.0,1
Unknown,2017,13,Middle East & North Africa,4.0,1.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,0.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Sub-Saharan Africa,0.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Sub-Saharan Africa,0.0,4.0,-99.0,1
Hostage Taking (Barricade Incident),2017,5,Sub-Saharan Africa,0.0,3.0,-99.0,1
Unknown,2017,13,South Asia,6.0,5.0,-99.0,1
Hostage Taking (Kidnapping),2017,5,Southeast Asia,0.0,0.0,3.0,1
Facility/Infrastructure Attack,2017,8,Southeast Asia,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,Southeast Asia,0.0,0.0,-99.0,1
Armed Assault,2017,5,Southeast Asia,1.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Southeast Asia,0.0,1.0,-99.0,1
Assassination,2017,5,South Asia,0.0,1.0,-99.0,0
Unarmed Assault,2017,10,Middle East & North Africa,1.0,2.0,1.0,1
Bombing/Explosion,2017,6,South Asia,2.0,1.0,-99.0,1
Facility/Infrastructure Attack,2017,8,Sub-Saharan Africa,0.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Sub-Saharan Africa,1.0,0.0,1.0,0
Bombing/Explosion,2017,6,Middle East & North Africa,5.0,0.0,1.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,,,-99.0,1
Bombing/Explosion,2017,6,South Asia,1.0,6.0,-99.0,1
Bombing/Explosion,2017,6,Sub-Saharan Africa,0.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Sub-Saharan Africa,0.0,0.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,0.0,0.0,2.0,1
Armed Assault,2017,5,Sub-Saharan Africa,0.0,0.0,-99.0,0
Hostage Taking (Barricade Incident),2017,5,Sub-Saharan Africa,0.0,1.0,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Unknown,2017,13,South Asia,5.0,3.0,-99.0,0
Armed Assault,2017,5,Middle East & North Africa,0.0,3.0,-99.0,1
Facility/Infrastructure Attack,2017,8,Australasia & Oceania,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,Australasia & Oceania,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,Australasia & Oceania,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,Australasia & Oceania,0.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Sub-Saharan Africa,0.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Sub-Saharan Africa,0.0,3.0,-99.0,1
Bombing/Explosion,2017,6,Sub-Saharan Africa,0.0,0.0,-99.0,1
Armed Assault,2017,5,South Asia,11.0,17.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,5.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,0.0,-99.0,1
Unknown,2017,13,Middle East & North Africa,,,-99.0,0
Armed Assault,2017,5,Middle East & North Africa,0.0,4.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,1.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,4.0,3.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,4.0,2.0,-99.0,1
Unarmed Assault,2017,9,Middle East & North Africa,1.0,0.0,-99.0,1
Armed Assault,2017,5,South Asia,4.0,1.0,-99.0,1
Unknown,2017,13,Middle East & North Africa,0.0,0.0,-99.0,0
Bombing/Explosion,2017,6,Middle East & North Africa,4.0,2.0,1.0,1
Armed Assault,2017,5,Southeast Asia,6.0,3.0,-99.0,1
Assassination,2017,5,Southeast Asia,1.0,1.0,-99.0,0
Hostage Taking (Kidnapping),2017,5,Southeast Asia,1.0,5.0,100.0,1
Armed Assault,2017,5,Southeast Asia,2.0,0.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,4.0,2.0,-99.0,1
Armed Assault,2017,5,Middle East & North Africa,28.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,9.0,4.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,1.0,2.0,-99.0,1
Assassination,2017,6,Sub-Saharan Africa,0.0,2.0,-99.0,0
Bombing/Explosion,2017,6,South Asia,0.0,1.0,-99.0,1
Unknown,2017,13,South Asia,4.0,3.0,-99.0,1
Armed Assault,2017,5,Sub-Saharan Africa,0.0,0.0,-99.0,0
Armed Assault,2017,5,South Asia,4.0,3.0,-99.0,1
Armed Assault,2017,5,South Asia,4.0,2.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,0.0,0.0,-99.0,0
Armed Assault,2017,5,Middle East & North Africa,1.0,0.0,-99.0,1
Armed Assault,2017,5,Sub-Saharan Africa,2.0,0.0,13.0,1
Hostage Taking (Kidnapping),2017,5,Sub-Saharan Africa,,,-99.0,1
Unknown,2017,13,Middle East & North Africa,21.0,0.0,-99.0,1
Armed Assault,2017,5,South Asia,2.0,0.0,-99.0,1
Hostage Taking (Kidnapping),2017,5,Southeast Asia,0.0,1.0,-99.0,1
Unknown,2017,13,South Asia,3.0,1.0,-99.0,1
Unknown,2017,13,Middle East & North Africa,,,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,4.0,15.0,-99.0,1
Unknown,2017,13,Middle East & North Africa,2.0,,-99.0,1
Facility/Infrastructure Attack,2017,5,Sub-Saharan Africa,0.0,0.0,-99.0,1
Facility/Infrastructure Attack,2017,8,South Asia,0.0,0.0,-99.0,1
Armed Assault,2017,5,Middle East & North Africa,1.0,0.0,-99.0,1
Armed Assault,2017,5,Sub-Saharan Africa,0.0,0.0,-99.0,1
Armed Assault,2017,5,Southeast Asia,0.0,0.0,-99.0,0
Armed Assault,2017,5,Southeast Asia,0.0,0.0,30.0,0
Assassination,2017,6,South Asia,2.0,0.0,-99.0,1
Armed Assault,2017,5,South Asia,16.0,7.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,1.0,2.0,1.0,1
Bombing/Explosion,2017,6,South Asia,1.0,2.0,1.0,1
Bombing/Explosion,2017,6,South Asia,1.0,1.0,1.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,0.0,1.0,0
Bombing/Explosion,2017,6,Middle East & North Africa,4.0,0.0,1.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,3.0,5.0,-99.0,1
Bombing/Explosion,2017,6,Southeast Asia,1.0,1.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,0.0,-99.0,0
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,0.0,-99.0,0
Bombing/Explosion,2017,6,Sub-Saharan Africa,,,-99.0,1
Assassination,2017,6,South Asia,0.0,0.0,-99.0,0
Hostage Taking (Kidnapping),2017,5,Southeast Asia,2.0,0.0,-99.0,1
Hostage Taking (Kidnapping),2017,5,Southeast Asia,5.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,0.0,-99.0,0
Armed Assault,2017,5,Middle East & North Africa,1.0,3.0,-99.0,1
Assassination,2017,5,South Asia,1.0,2.0,-99.0,1
Armed Assault,2017,9,Middle East & North Africa,1.0,0.0,1.0,0
Armed Assault,2017,5,South Asia,1.0,0.0,2.0,1
Unknown,2017,13,South Asia,0.0,0.0,-99.0,0
Unknown,2017,13,South Asia,2.0,2.0,-99.0,0
Hostage Taking (Kidnapping),2017,5,Sub-Saharan Africa,2.0,0.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,0.0,0.0,1.0,1
Armed Assault,2017,5,Middle East & North Africa,0.0,,-99.0,1
Armed Assault,2017,5,South Asia,13.0,8.0,-99.0,1
Armed Assault,2017,5,South Asia,13.0,7.0,-99.0,1
Bombing/Explosion,2017,6,Australasia & Oceania,0.0,0.0,5.0,0
Bombing/Explosion,2017,6,Sub-Saharan Africa,0.0,0.0,-99.0,0
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,0.0,-99.0,0
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,3.0,-99.0,1
Unknown,2017,13,South Asia,0.0,0.0,-99.0,0
Hostage Taking (Kidnapping),2017,5,South Asia,7.0,,-99.0,1
Bombing/Explosion,2017,6,South Asia,0.0,2.0,-99.0,1
Armed Assault,2017,5,Middle East & North Africa,2.0,2.0,-99.0,1
Unknown,2017,13,South Asia,35.0,10.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,0.0,-99.0,1
Hostage Taking (Kidnapping),2017,13,Sub-Saharan Africa,1.0,3.0,-99.0,1
Bombing/Explosion,2017,6,Sub-Saharan Africa,1.0,2.0,-99.0,1
Armed Assault,2017,5,South Asia,20.0,32.0,-99.0,1
Hostage Taking (Kidnapping),2017,13,Sub-Saharan Africa,,,-99.0,1
Bombing/Explosion,2017,6,South Asia,4.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Southeast Asia,2.0,1.0,-99.0,1
Armed Assault,2017,5,Middle East & North Africa,1.0,0.0,-99.0,0
Armed Assault,2017,5,South Asia,4.0,1.0,2.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,2.0,-99.0,1
Assassination,2017,5,Sub-Saharan Africa,1.0,0.0,-99.0,1
Unknown,2017,13,South Asia,1.0,0.0,-99.0,1
Unknown,2017,13,South Asia,1.0,0.0,-99.0,0
Unknown,2017,13,South Asia,1.0,0.0,-99.0,0
Unknown,2017,13,South Asia,0.0,1.0,-99.0,0
Unknown,2017,13,South Asia,0.0,1.0,-99.0,0
Unknown,2017,13,South Asia,0.0,1.0,-99.0,0
Armed Assault,2017,9,Middle East & North Africa,3.0,2.0,1.0,1
Unknown,2017,13,Sub-Saharan Africa,0.0,2.0,-99.0,1
Hostage Taking (Kidnapping),2017,13,Sub-Saharan Africa,0.0,0.0,-99.0,1
Armed Assault,2017,5,Sub-Saharan Africa,1.0,0.0,-99.0,0
Facility/Infrastructure Attack,2017,8,Southeast Asia,0.0,0.0,-99.0,1
Armed Assault,2017,6,Southeast Asia,9.0,49.0,-99.0,1
Bombing/Explosion,2017,6,South Asia,0.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Southeast Asia,0.0,0.0,-99.0,0
Armed Assault,2017,5,South Asia,3.0,2.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,0.0,-99.0,1
Unknown,2017,13,Middle East & North Africa,,0.0,-99.0,0
Armed Assault,2017,5,South Asia,2.0,0.0,-99.0,1
Hostage Taking (Kidnapping),2017,13,South America,0.0,0.0,-99.0,1
Armed Assault,2017,9,Middle East & North Africa,1.0,0.0,-99.0,1
Bombing/Explosion,2017,6,Middle East & North Africa,0.0,1.0,-99.0,1
